Year,#,Category,Nominee,Additional Info,Won?,Race,Multi-Racial?,Dynamic,Stereotype,Restricted Race Role,Helps main white pratagonist in their journey
1990,63rd,Actress -- Leading Role,Julia Roberts,Pretty Woman {'Vivian Ward'},NO,White,,,,,
1990,63rd,Actress -- Leading Role,Meryl Streep,Postcards from the Edge {'Suzanne Vale'},NO,White,,,,,
1990,63rd,Actress -- Leading Role,Joanne Woodward,Mr. & Mrs. Bridge {'India Bridge'},NO,White,,,,,
1990,63rd,Actress -- Supporting Role,Annette Bening,The Grifters {'Myra Langtry'},NO,White,,,,,
1990,63rd,Actress -- Supporting Role,Lorraine Bracco,Good Fellas {'Karen Hill'},NO,White,,,,,
1990,63rd,Actress -- Supporting Role,Whoopi Goldberg,Ghost {'Oda Mae Brown'},YES,Black,,Yes,Magical Negro,No,Yes
1990,63rd,Actress -- Supporting Role,Diane Ladd,Wild at Heart {'Marietta Fortune'},NO,White,,,,,
1990,63rd,Actress -- Supporting Role,Mary McDonnell,Dances With Wolves {'Stands With A Fist'},NO,White,,,,,
1989,62nd,Actor -- Leading Role,Kenneth Branagh,Henry V {'Henry V'},NO,White,,,,,
1989,62nd,Actor -- Leading Role,Tom Cruise,Born on the Fourth of July {'Ron Kovic'},NO,White,,,,,
1989,62nd,Actor -- Leading Role,Daniel Day Lewis,My Left Foot {'Christy Brown'},YES,White,,,,,
1989,62nd,Actor -- Leading Role,Morgan Freeman,Driving Miss Daisy {'Hoke Colburn'},NO,Black,,,,,
1989,62nd,Actor -- Leading Role,Robin Williams,Dead Poets Society {'John Keating'},NO,White,,,,,
1989,62nd,Actor -- Supporting Role,Danny Aiello,Do the Right Thing {'Sal'},NO,White,,,,,
1989,62nd,Actor -- Supporting Role,Dan Aykroyd,Driving Miss Daisy {'Boolie Werthan'},NO,White,,,,,
1989,62nd,Actor -- Supporting Role,Marlon Brando,A Dry White Season {'McKenzie'},NO,White,,,,,
1989,62nd,Actor -- Supporting Role,Martin Landau,Crimes and Misdemeanors {'Judah Rosenthal'},NO,White,,,,,
1989,62nd,Actor -- Supporting Role,Denzel Washington,Glory {'Trip'},YES,Black,,No,Slave,Yes,Yes
1989,62nd,Actress -- Leading Role,Isabelle Adjani,Camille Claudel {'Camille Claudel'},NO,White,,,,,
1989,62nd,Actress -- Leading Role,Pauline Collins,Shirley Valentine {'Shirley Valentine'},NO,White,,,,,
1989,62nd,Actress -- Leading Role,Jessica Lange,Music Box {'Ann Talbot'},NO,White,,,,,
1989,62nd,Actress -- Leading Role,Michelle Pfeiffer,The Fabulous Baker Boys {'Susie Diamond'},NO,White,,,,,
1989,62nd,Actress -- Leading Role,Jessica Tandy,Driving Miss Daisy {'Daisy Werthan'},YES,White,,,,,
1989,62nd,Actress -- Supporting Role,Brenda Fricker,My Left Foot {'Mrs. Brown'},YES,White,,,,,
1989,62nd,Actress -- Supporting Role,Anjelica Huston,"Enemies, A Love Story {'Tamara'}",NO,White,,,,,
1989,62nd,Actress -- Supporting Role,Lena Olin,"Enemies, A Love Story {'Masha'}",NO,White,,,,,
1989,62nd,Actress -- Supporting Role,Julia Roberts,Steel Magnolias {'Shelby Eatenton'},NO,White,,,,,
1989,62nd,Actress -- Supporting Role,Dianne Wiest,Parenthood {'Helen'},NO,White,,,,,
1988,61st,Actor -- Leading Role,Gene Hackman,Mississippi Burning {'Anderson'},NO,White,,,,,
1988,61st,Actor -- Leading Role,Tom Hanks,Big {'Josh'},NO,White,,,,,
1988,61st,Actor -- Leading Role,Dustin Hoffman,Rain Man {'Raymond Babbitt'},YES,White,,,,,
1988,61st,Actor -- Leading Role,Edward James Olmos,Stand and Deliver {'Jaime Escalante'},NO,Hispanic,,,,,
1988,61st,Actor -- Leading Role,Max Von Sydow,Pelle the Conqueror {'Lasse Karlsson'},NO,White,,,,,
1988,61st,Actor -- Supporting Role,Alec Guinness,Little Dorrit {'William Dorrit'},NO,White,,,,,
1988,61st,Actor -- Supporting Role,Kevin Kline,A Fish Called Wanda {'Otto'},YES,White,,,,,
1988,61st,Actor -- Supporting Role,Martin Landau,Tucker The Man and His Dream {'Abe'},NO,White,,,,,
1988,61st,Actor -- Supporting Role,River Phoenix,Running on Empty {'Danny Pope'},NO,White,,,,,
1988,61st,Actor -- Supporting Role,Dean Stockwell,Married to the Mob {'Tony 'the Tiger' Russo'},NO,White,,,,,
1988,61st,Actress -- Leading Role,Glenn Close,Dangerous Liaisons {'Marquise de Merteuil'},NO,White,,,,,
1988,61st,Actress -- Leading Role,Jodie Foster,The Accused {'Sarah Tobias'},YES,White,,,,,
1988,61st,Actress -- Leading Role,Melanie Griffith,Working Girl {'Tess McGill'},NO,White,,,,,
1988,61st,Actress -- Leading Role,Meryl Streep,A Cry in the Dark {'Lindy'},NO,White,,,,,
1988,61st,Actress -- Leading Role,Sigourney Weaver,Gorillas in the Mist {'Dian Fossey'},NO,White,,,,,
1988,61st,Actress -- Supporting Role,Joan Cusack,Working Girl {'Cyn'},NO,White,,,,,
1988,61st,Actress -- Supporting Role,Geena Davis,The Accidental Tourist {'Muriel'},YES,White,,,,,
1988,61st,Actress -- Supporting Role,Frances McDormand,Mississippi Burning {'Mrs. Pell'},NO,White,,,,,
1988,61st,Actress -- Supporting Role,Michelle Pfeiffer,Dangerous Liaisons {'Madame de Tourvel'},NO,White,,,,,
1988,61st,Actress -- Supporting Role,Sigourney Weaver,Working Girl {'Katharine Parker'},NO,White,,,,,
1987,60th,Actor -- Leading Role,Michael Douglas,Wall Street {'Gordon Gekko'},YES,White,,,,,
1987,60th,Actor -- Leading Role,William Hurt,Broadcast News {'Tom Grunick'},NO,White,,,,,
1987,60th,Actor -- Leading Role,Marcello Mastroianni,Dark Eyes {'Romano'},NO,White,,,,,
1987,60th,Actor -- Leading Role,Jack Nicholson,Ironweed {'Francis Phelan'},NO,White,,,,,
1987,60th,Actor -- Leading Role,Robin Williams,"Good Morning, Vietnam {'Adrian Cronauer'}",NO,White,,,,,
1987,60th,Actor -- Supporting Role,Albert Brooks,Broadcast News {'Aaron Altman'},NO,White,,,,,
1987,60th,Actor -- Supporting Role,Sean Connery,The Untouchables {'Jim Malone'},YES,White,,,,,
1987,60th,Actor -- Supporting Role,Morgan Freeman,Street Smart {'Fast Black'},NO,Black,,,,,
1987,60th,Actor -- Supporting Role,Vincent Gardenia,Moonstruck {'Cosmo Castorini'},NO,White,,,,,
1987,60th,Actor -- Supporting Role,Denzel Washington,Cry Freedom {'Steve Biko'},NO,Black,,,,,
1987,60th,Actress -- Leading Role,Cher,Moonstruck {'Loretta Castorini'},YES,White,,,,,
1987,60th,Actress -- Leading Role,Glenn Close,Fatal Attraction {'Alex Forrest'},NO,White,,,,,
1987,60th,Actress -- Leading Role,Holly Hunter,Broadcast News {'Jane Craig'},NO,White,,,,,
1987,60th,Actress -- Leading Role,Sally Kirkland,Anna {'Anna'},NO,White,,,,,
1987,60th,Actress -- Leading Role,Meryl Streep,Ironweed {'Helen'},NO,White,,,,,
1987,60th,Actress -- Supporting Role,Norma Aleandro,Gaby - A True Story {'Florencia'},NO,Hispanic,,,,,
1987,60th,Actress -- Supporting Role,Anne Archer,Fatal Attraction {'Beth Gallagher'},NO,White,,,,,
1987,60th,Actress -- Supporting Role,Olympia Dukakis,Moonstruck {'Rose Castorini'},YES,White,,,,,
1987,60th,Actress -- Supporting Role,Anne Ramsey,Throw Momma from the Train {'Momma'},NO,White,,,,,
1987,60th,Actress -- Supporting Role,Ann Sothern,The Whales of August {'Tisha Doughty'},NO,White,,,,,
1986,59th,Actor -- Leading Role,Dexter Gordon,'Round Midnight {'Dale Turner'},NO,Black,,,,,
1986,59th,Actor -- Leading Role,Bob Hoskins,Mona Lisa {'George'},NO,White,,,,,
1986,59th,Actor -- Leading Role,William Hurt,Children of a Lesser God {'James'},NO,White,,,,,
1986,59th,Actor -- Leading Role,Paul Newman,The Color of Money {'Eddie Felson'},YES,White,,,,,
1986,59th,Actor -- Leading Role,James Woods,Salvador {'Richard Boyle'},NO,White,,,,,
1986,59th,Actor -- Supporting Role,Tom Berenger,Platoon {'Sgt. Barnes'},NO,White,,,,,
1986,59th,Actor -- Supporting Role,Michael Caine,Hannah and Her Sisters {'Elliot'},YES,White,,,,,
1986,59th,Actor -- Supporting Role,Willem Dafoe,Platoon {'Sgt. Elias'},NO,White,,,,,
1986,59th,Actor -- Supporting Role,Denholm Elliott,A Room with a View {'Mr. Emerson'},NO,White,,,,,
1986,59th,Actor -- Supporting Role,Dennis Hopper,Hoosiers {'Shooter'},NO,White,,,,,
1986,59th,Actress -- Leading Role,Jane Fonda,The Morning After {'Alex Sternbergen'},NO,White,,,,,
1986,59th,Actress -- Leading Role,Marlee Matlin,Children of a Lesser God {'Sarah'},YES,White,,,,,
1986,59th,Actress -- Leading Role,Sissy Spacek,Crimes of the Heart {'Babe Magrath'},NO,White,,,,,
1986,59th,Actress -- Leading Role,Kathleen Turner,Peggy Sue Got Married {'Peggy Sue'},NO,White,,,,,
1986,59th,Actress -- Leading Role,Sigourney Weaver,Aliens {'Ripley'},NO,White,,,,,
1986,59th,Actress -- Supporting Role,Tess Harper,Crimes of the Heart {'Chick Boyle'},NO,White,,,,,
1986,59th,Actress -- Supporting Role,Piper Laurie,Children of a Lesser God {'Mrs. Norman'},NO,White,,,,,
1986,59th,Actress -- Supporting Role,Mary Elizabeth Mastrantonio,The Color of Money {'Carmen'},NO,White,,,,,
1986,59th,Actress -- Supporting Role,Maggie Smith,A Room with a View {'Charlotte Bartlett'},NO,White,,,,,
1986,59th,Actress -- Supporting Role,Dianne Wiest,Hannah and Her Sisters {'Holly'},YES,White,,,,,
1985,58th,Actor -- Leading Role,Harrison Ford,Witness {'John Book'},NO,White,,,,,
1985,58th,Actor -- Leading Role,James Garner,Murphy's Romance {'Murphy Jones'},NO,White,,,,,
1985,58th,Actor -- Leading Role,William Hurt,Kiss of the Spider Woman {'Luis Molina'},YES,White,,,,,
1985,58th,Actor -- Leading Role,Jack Nicholson,Prizzi's Honor {'Charley Partanna'},NO,White,,,,,
1985,58th,Actor -- Leading Role,Jon Voight,Runaway Train {'Manny'},NO,White,,,,,
1985,58th,Actor -- Supporting Role,Don Ameche,Cocoon {'Art Selwyn'},YES,White,,,,,
1985,58th,Actor -- Supporting Role,Klaus Maria Brandauer,Out of Africa {'Bror'},NO,White,,,,,
1985,58th,Actor -- Supporting Role,William Hickey,Prizzi's Honor {'Don Corrado Prizzi'},NO,White,,,,,
1985,58th,Actor -- Supporting Role,Robert Loggia,Jagged Edge {'Sam Ransom'},NO,White,,,,,
1985,58th,Actor -- Supporting Role,Eric Roberts,Runaway Train {'Buck'},NO,White,,,,,
1985,58th,Actress -- Leading Role,Anne Bancroft,Agnes of God {'Sister Miriam Ruth'},NO,White,,,,,
1985,58th,Actress -- Leading Role,Whoopi Goldberg,The Color Purple {'Celie'},NO,Black,,,,,
1985,58th,Actress -- Leading Role,Jessica Lange,Sweet Dreams {'Patsy Cline'},NO,White,,,,,
1985,58th,Actress -- Leading Role,Geraldine Page,The Trip to Bountiful {'Mrs. Watts'},YES,White,,,,,
1985,58th,Actress -- Leading Role,Meryl Streep,Out of Africa {'Karen'},NO,White,,,,,
1985,58th,Actress -- Supporting Role,Margaret Avery,The Color Purple {'Shug Avery'},NO,Black,,,,,
1985,58th,Actress -- Supporting Role,Anjelica Huston,Prizzi's Honor {'Maerose Prizzi'},YES,White,,,,,
1985,58th,Actress -- Supporting Role,Amy Madigan,Twice in a Lifetime {'Sunny Sobel'},NO,White,,,,,
1985,58th,Actress -- Supporting Role,Meg Tilly,Agnes of God {'Sister Agnes'},NO,Asian,YES,,,,
1985,58th,Actress -- Supporting Role,Oprah Winfrey,The Color Purple {'Sofia'},NO,Black,,,,,
1984,57th,Actor -- Leading Role,F. Murray Abraham,Amadeus {'Antonio Salieri'},YES,White,,,,,
1984,57th,Actor -- Leading Role,Jeff Bridges,Starman {'Starman'},NO,White,,,,,
1984,57th,Actor -- Leading Role,Albert Finney,Under the Volcano {'Geoffrey Firmin'},NO,White,,,,,
1984,57th,Actor -- Leading Role,Tom Hulce,Amadeus {'Wolfgang Amadeus Mozart'},NO,White,,,,,
1984,57th,Actor -- Leading Role,Sam Waterston,The Killing Fields {'Sydney Schanberg'},NO,White,,,,,
1984,57th,Actor -- Supporting Role,Adolph Caesar,A Soldier's Story {'Sgt. Waters'},NO,Black,,,,,
1984,57th,Actor -- Supporting Role,John Malkovich,Places in the Heart {'Mr. Will'},NO,White,,,,,
1984,57th,Actor -- Supporting Role,Noriyuki 'Pat' Morita,The Karate Kid {'Miyagi'},NO,Asian,,,,,
1984,57th,Actor -- Supporting Role,Haing S. Ngor,The Killing Fields {'Dith Pran'},YES,Asian,,Yes,Famous Person,Yes,Yes
1984,57th,Actor -- Supporting Role,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes {'The Sixth Earl of Greystoke'}",NO,White,,,,,
1984,57th,Actress -- Leading Role,Judy Davis,A Passage to India {'Adela Quested'},NO,White,,,,,
1984,57th,Actress -- Leading Role,Sally Field,Places in the Heart {'Edna Spalding'},YES,White,,,,,
1984,57th,Actress -- Leading Role,Jessica Lange,Country {'Jewell Ivy'},NO,White,,,,,
1984,57th,Actress -- Leading Role,Vanessa Redgrave,The Bostonians {'Olive Chancellor'},NO,White,,,,,
1984,57th,Actress -- Leading Role,Sissy Spacek,The River {'Mae Garvey'},NO,White,,,,,
1984,57th,Actress -- Supporting Role,Peggy Ashcroft,A Passage to India {'Mrs. Moore'},YES,White,,,,,
1984,57th,Actress -- Supporting Role,Glenn Close,The Natural {'Iris'},NO,White,,,,,
1984,57th,Actress -- Supporting Role,Lindsay Crouse,Places in the Heart {'Margaret Lomax'},NO,White,,,,,
1984,57th,Actress -- Supporting Role,Christine Lahti,Swing Shift {'Hazel Zanussi'},NO,White,,,,,
1984,57th,Actress -- Supporting Role,Geraldine Page,The Pope of Greenwich Village {'Mrs. Ritter'},NO,White,,,,,
1983,56th,Actor -- Leading Role,Michael Caine,Educating Rita {'Dr. Frank Bryant'},NO,White,,,,,
1983,56th,Actor -- Leading Role,Tom Conti,"Reuben, Reuben {'Gowan McGland'}",NO,White,,,,,
1983,56th,Actor -- Leading Role,Tom Courtenay,The Dresser {'Norman'},NO,White,,,,,
1983,56th,Actor -- Leading Role,Robert Duvall,Tender Mercies {'Mac Sledge'},YES,White,,,,,
1983,56th,Actor -- Leading Role,Albert Finney,The Dresser {'Sir'},NO,White,,,,,
1983,56th,Actor -- Supporting Role,Charles Durning,To Be or Not to Be {'Col. Erhardt'},NO,White,,,,,
1983,56th,Actor -- Supporting Role,John Lithgow,Terms of Endearment {'Sam Burns'},NO,White,,,,,
1983,56th,Actor -- Supporting Role,Jack Nicholson,Terms of Endearment {'Garrett Breedlove'},YES,White,,,,,
1983,56th,Actor -- Supporting Role,Sam Shepard,The Right Stuff {'Chuck Yeager'},NO,White,,,,,
1983,56th,Actor -- Supporting Role,Rip Torn,Cross Creek {'Marsh Turner'},NO,White,,,,,
1983,56th,Actress -- Leading Role,Jane Alexander,Testament {'Carol Wetherly'},NO,White,,,,,
1983,56th,Actress -- Leading Role,Shirley MacLaine,Terms of Endearment {'Aurora Greenway'},YES,White,,,,,
1983,56th,Actress -- Leading Role,Meryl Streep,Silkwood {'Karen Silkwood'},NO,White,,,,,
1983,56th,Actress -- Leading Role,Julie Walters,Educating Rita {'Rita'},NO,White,,,,,
1983,56th,Actress -- Leading Role,Debra Winger,Terms of Endearment {'Emma Horton'},NO,White,,,,,
1983,56th,Actress -- Supporting Role,Cher,Silkwood {'Dolly Pelliker'},NO,White,,,,,
1983,56th,Actress -- Supporting Role,Glenn Close,The Big Chill {'Sarah'},NO,White,,,,,
1983,56th,Actress -- Supporting Role,Linda Hunt,The Year of Living Dangerously {'Billy Kwan'},YES,White,,,,,
1983,56th,Actress -- Supporting Role,Amy Irving,Yentl {'Hadaas'},NO,White,,,,,
1983,56th,Actress -- Supporting Role,Alfre Woodard,Cross Creek {'Geechee'},NO,Black,,,,,
1982,55th,Actor -- Leading Role,Dustin Hoffman,Tootsie {'Michael Dorsey/Dorothy Michaels'},NO,White,,,,,
1982,55th,Actor -- Leading Role,Ben Kingsley,Gandhi {'Mahatma Gandhi'},YES,Asian,YES,Yes,Famous Person,Yes,
1982,55th,Actor -- Leading Role,Jack Lemmon,Missing {'Edmund Horman'},NO,White,,,,,
1982,55th,Actor -- Leading Role,Paul Newman,The Verdict {'Frank Galvin'},NO,White,,,,,
1982,55th,Actor -- Leading Role,Peter O'Toole,My Favorite Year {'Alan Swann'},NO,White,,,,,
1982,55th,Actor -- Supporting Role,Charles Durning,The Best Little Whorehouse in Texas {'The Governor'},NO,White,,,,,
1982,55th,Actor -- Supporting Role,"Louis Gossett, Jr.",An Officer and a Gentleman {'Sgt. Emil Foley'},YES,Black,,,,No,Yes
1982,55th,Actor -- Supporting Role,John Lithgow,The World According to Garp {'Roberta Muldoon'},NO,White,,,,,
1982,55th,Actor -- Supporting Role,James Mason,The Verdict {'Edward Concannon'},NO,White,,,,,
1982,55th,Actor -- Supporting Role,Robert Preston,Victor/Victoria {'Toddy'},NO,White,,,,,
1982,55th,Actress -- Leading Role,Julie Andrews,Victor/Victoria {'Victor/Victoria'},NO,White,,,,,
1982,55th,Actress -- Leading Role,Jessica Lange,Frances {'Frances Farmer'},NO,White,,,,,
1982,55th,Actress -- Leading Role,Sissy Spacek,Missing {'Beth Horman'},NO,White,,,,,
1982,55th,Actress -- Leading Role,Meryl Streep,Sophie's Choice {'Sophie'},YES,White,,,,,
1982,55th,Actress -- Leading Role,Debra Winger,An Officer and a Gentleman {'Paula Pokrifki'},NO,White,,,,,
1982,55th,Actress -- Supporting Role,Glenn Close,The World According to Garp {'Jenny Fields'},NO,White,,,,,
1982,55th,Actress -- Supporting Role,Teri Garr,Tootsie {'Sandy Lester'},NO,White,,,,,
1982,55th,Actress -- Supporting Role,Jessica Lange,Tootsie {'Julie Nichols'},YES,White,,,,,
1982,55th,Actress -- Supporting Role,Kim Stanley,Frances {'Lillian Farmer'},NO,White,,,,,
1982,55th,Actress -- Supporting Role,Lesley Ann Warren,Victor/Victoria {'Norma'},NO,White,,,,,
1981,54th,Actor -- Leading Role,Warren Beatty,Reds {'John 'Jack' Reed'},NO,White,,,,,
1981,54th,Actor -- Leading Role,Henry Fonda,"On Golden Pond {'Norman Thayer, Jr.'}",YES,White,,,,,
1981,54th,Actor -- Leading Role,Burt Lancaster,Atlantic City {'Lou'},NO,White,,,,,
1981,54th,Actor -- Leading Role,Dudley Moore,Arthur {'Arthur Bach'},NO,White,,,,,
1981,54th,Actor -- Leading Role,Paul Newman,Absence of Malice {'Michael Gallagher'},NO,White,,,,,
1981,54th,Actor -- Supporting Role,James Coco,Only When I Laugh {'Jimmy Perry'},NO,White,,,,,
1981,54th,Actor -- Supporting Role,John Gielgud,Arthur {'Hobson'},YES,White,,,,,
1981,54th,Actor -- Supporting Role,Ian Holm,Chariots of Fire {'Sam Mussabini'},NO,White,,,,,
1981,54th,Actor -- Supporting Role,Jack Nicholson,Reds {'Eugene O'Neill'},NO,White,,,,,
1981,54th,Actor -- Supporting Role,"Howard E. Rollins, Jr.","Ragtime {'Coalhouse Walker, Jr.'}",NO,Black,,,,,
1981,54th,Actress -- Leading Role,Katharine Hepburn,On Golden Pond {'Ethel Thayer'},YES,White,,,,,
1981,54th,Actress -- Leading Role,Diane Keaton,Reds {'Louise Bryant'},NO,White,,,,,
1981,54th,Actress -- Leading Role,Marsha Mason,Only When I Laugh {'Georgia'},NO,White,,,,,
1981,54th,Actress -- Leading Role,Susan Sarandon,Atlantic City {'Sally'},NO,White,,,,,
1981,54th,Actress -- Leading Role,Meryl Streep,The French Lieutenant's Woman {'Sara Woodruff/Anna'},NO,White,,,,,
1981,54th,Actress -- Supporting Role,Melinda Dillon,Absence of Malice {'Teresa'},NO,White,,,,,
1981,54th,Actress -- Supporting Role,Jane Fonda,On Golden Pond {'Chelsea Thayer Wayne'},NO,White,,,,,
1981,54th,Actress -- Supporting Role,Joan Hackett,Only When I Laugh {'Toby Landau'},NO,White,,,,,
1981,54th,Actress -- Supporting Role,Elizabeth McGovern,Ragtime {'Evelyn Nesbit'},NO,White,,,,,
1981,54th,Actress -- Supporting Role,Maureen Stapleton,Reds {'Emma Goldman'},YES,White,,,,,
1980,53rd,Actor -- Leading Role,Robert De Niro,Raging Bull {'Jake LaMotta'},YES,White,,,,,
1980,53rd,Actor -- Leading Role,Robert Duvall,The Great Santini {'Bull Meechum'},NO,White,,,,,
1980,53rd,Actor -- Leading Role,John Hurt,The Elephant Man {'John Merrick'},NO,White,,,,,
1980,53rd,Actor -- Leading Role,Jack Lemmon,Tribute {'Scottie Templeton'},NO,White,,,,,
1980,53rd,Actor -- Leading Role,Peter O'Toole,The Stunt Man {'Eli Cross'},NO,White,,,,,
1980,53rd,Actor -- Supporting Role,Judd Hirsch,Ordinary People {'Dr. Berger'},NO,White,,,,,
1980,53rd,Actor -- Supporting Role,Timothy Hutton,Ordinary People {'Conrad Jarrett'},YES,White,,,,,
1980,53rd,Actor -- Supporting Role,Michael O'Keefe,The Great Santini {'Ben Meechum'},NO,White,,,,,
1980,53rd,Actor -- Supporting Role,Joe Pesci,Raging Bull {'Joey LaMotta'},NO,White,,,,,
1980,53rd,Actor -- Supporting Role,Jason Robards,Melvin and Howard {'Howard Hughes'},NO,White,,,,,
1980,53rd,Actress -- Leading Role,Ellen Burstyn,Resurrection {'Edna May'},NO,White,,,,,
1980,53rd,Actress -- Leading Role,Goldie Hawn,Private Benjamin {'Judy Benjamin'},NO,White,,,,,
1980,53rd,Actress -- Leading Role,Mary Tyler Moore,Ordinary People {'Beth Jarrett'},NO,White,,,,,
1980,53rd,Actress -- Leading Role,Gena Rowlands,Gloria {'Gloria Swenson'},NO,White,,,,,
1980,53rd,Actress -- Leading Role,Sissy Spacek,Coal Miner's Daughter {'Loretta Lynn'},YES,White,,,,,
1980,53rd,Actress -- Supporting Role,Eileen Brennan,Private Benjamin {'Captain Doreen Lewis'},NO,White,,,,,
1980,53rd,Actress -- Supporting Role,Eva Le Gallienne,Resurrection {'Grandma Pearl'},NO,White,,,,,
1980,53rd,Actress -- Supporting Role,Cathy Moriarty,Raging Bull {'Vicki LaMotta'},NO,White,,,,,
1980,53rd,Actress -- Supporting Role,Diana Scarwid,Inside Moves {'Louise'},NO,White,,,,,
1980,53rd,Actress -- Supporting Role,Mary Steenburgen,Melvin and Howard {'Lynda Dummar'},YES,White,,,,,
1979,52nd,Actor -- Leading Role,Dustin Hoffman,Kramer vs. Kramer {'Ted Kramer'},YES,White,,,,,
1979,52nd,Actor -- Leading Role,Jack Lemmon,The China Syndrome {'Jack Godell'},NO,White,,,,,
1979,52nd,Actor -- Leading Role,Al Pacino,...And Justice for All {'Arthur Kirkland'},NO,White,,,,,
1979,52nd,Actor -- Leading Role,Roy Scheider,All That Jazz {'Joe Gideon'},NO,White,,,,,
1979,52nd,Actor -- Leading Role,Peter Sellers,"Being There {'John Chance, the gardener (aka Chauncey Gardiner)'}",NO,White,,,,,
1979,52nd,Actor -- Supporting Role,Melvyn Douglas,Being There {'Benjamin Rand'},YES,White,,,,,
1979,52nd,Actor -- Supporting Role,Robert Duvall,Apocalypse Now {'Lieutenant Colonel Kilgore'},NO,White,,,,,
1979,52nd,Actor -- Supporting Role,Frederic Forrest,The Rose {'Dyer'},NO,White,,,,,
1979,52nd,Actor -- Supporting Role,Justin Henry,Kramer vs. Kramer {'Billy Kramer'},NO,White,,,,,
1979,52nd,Actor -- Supporting Role,Mickey Rooney,The Black Stallion {'Henry Dailey'},NO,White,,,,,
1979,52nd,Actress -- Leading Role,Jill Clayburgh,Starting Over {'Marilyn Homberg'},NO,White,,,,,
1979,52nd,Actress -- Leading Role,Sally Field,Norma Rae {'Norma Rae'},YES,White,,,,,
1979,52nd,Actress -- Leading Role,Jane Fonda,The China Syndrome {'Kimberly Wells'},NO,White,,,,,
1979,52nd,Actress -- Leading Role,Marsha Mason,Chapter Two {'Jennie MacLaine'},NO,White,,,,,
1979,52nd,Actress -- Leading Role,Bette Midler,The Rose {'Rose'},NO,White,,,,,
1979,52nd,Actress -- Supporting Role,Jane Alexander,Kramer vs. Kramer {'Margaret Phelps'},NO,White,,,,,
1979,52nd,Actress -- Supporting Role,Barbara Barrie,Breaking Away {'Mrs. Stohler'},NO,White,,,,,
1979,52nd,Actress -- Supporting Role,Candice Bergen,Starting Over {'Jessica Potter'},NO,White,,,,,
1979,52nd,Actress -- Supporting Role,Mariel Hemingway,Manhattan {'Tracy'},NO,White,,,,,
1979,52nd,Actress -- Supporting Role,Meryl Streep,Kramer vs. Kramer {'Joanna Kramer'},YES,White,,,,,
1978,51st,Actor -- Leading Role,Warren Beatty,"Heaven Can Wait {'Joe Pendleton (alias, Leo Farnsworth, Tom Jarrett)'}",NO,White,,,,,
1978,51st,Actor -- Leading Role,Gary Busey,The Buddy Holly Story {'Buddy Holly'},NO,White,,,,,
1978,51st,Actor -- Leading Role,Robert De Niro,The Deer Hunter {'Michael'},NO,White,,,,,
1978,51st,Actor -- Leading Role,Laurence Olivier,The Boys from Brazil {'Ezra Lieberman'},NO,White,,,,,
1978,51st,Actor -- Leading Role,Jon Voight,Coming Home {'Luke Martin'},YES,White,,,,,
1978,51st,Actor -- Supporting Role,Bruce Dern,Coming Home {'Captain Bob Hyde'},NO,White,,,,,
1978,51st,Actor -- Supporting Role,Richard Farnsworth,Comes a Horseman {'Dodger'},NO,White,,,,,
1978,51st,Actor -- Supporting Role,John Hurt,Midnight Express {'Max'},NO,White,,,,,
1978,51st,Actor -- Supporting Role,Christopher Walken,The Deer Hunter {'Nick'},YES,White,,,,,
1978,51st,Actor -- Supporting Role,Jack Warden,Heaven Can Wait {'Max Corkle'},NO,White,,,,,
1978,51st,Actress -- Leading Role,Ingrid Bergman,Autumn Sonata {'Charlotte Andergast'},NO,White,,,,,
1978,51st,Actress -- Leading Role,Ellen Burstyn,"Same Time, Next Year {'Doris'}",NO,White,,,,,
1978,51st,Actress -- Leading Role,Jill Clayburgh,An Unmarried Woman {'Erica'},NO,White,,,,,
1978,51st,Actress -- Leading Role,Jane Fonda,Coming Home {'Sally Hyde'},YES,White,,,,,
1978,51st,Actress -- Leading Role,Geraldine Page,Interiors {'Eve'},NO,White,,,,,
1978,51st,Actress -- Supporting Role,Dyan Cannon,Heaven Can Wait {'Julia Farnsworth'},NO,White,,,,,
1978,51st,Actress -- Supporting Role,Penelope Milford,Coming Home {'Viola Munson'},NO,White,,,,,
1978,51st,Actress -- Supporting Role,Maggie Smith,California Suite {'Diana Barrie'},YES,White,,,,,
1978,51st,Actress -- Supporting Role,Maureen Stapleton,Interiors {'Pearl'},NO,White,,,,,
1978,51st,Actress -- Supporting Role,Meryl Streep,The Deer Hunter {'Linda'},NO,White,,,,,
1977,50th,Actor -- Leading Role,Woody Allen,Annie Hall {'Alvy Singer'},NO,White,,,,,
1977,50th,Actor -- Leading Role,Richard Burton,Equus {'Dr. Martin Dysart'},NO,White,,,,,
1977,50th,Actor -- Leading Role,Richard Dreyfuss,The Goodbye Girl {'Elliot Garfield'},YES,White,,,,,
1977,50th,Actor -- Leading Role,Marcello Mastroianni,A Special Day {'Gabriele'},NO,White,,,,,
1977,50th,Actor -- Leading Role,John Travolta,Saturday Night Fever {'Tony Manero'},NO,White,,,,,
1977,50th,Actor -- Supporting Role,Mikhail Baryshnikov,The Turning Point {'Yuri Kopeikine'},NO,White,,,,,
1977,50th,Actor -- Supporting Role,Peter Firth,Equus {'Alan Strang'},NO,White,,,,,
